id,token_number,appointment_id,hospital_id,department_id,doctor_id,issued_at,called_at,queue_position_at_issue,patients_ahead_at_issue
qtok_8e4916c71bd2,PED-0007,appt_5c26eb4ce097,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-10 09:42:00,2026-08-10 10:25:00,7,6
qtok_b9503467a291,PED-0008,appt_bdf958a138df,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-10 10:13:00,2026-08-10 10:49:00,8,6
qtok_c85cff597eff,PED-0009,appt_6ecef2b2fa18,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-10 10:35:00,2026-08-10 11:18:00,9,7
qtok_2f02798054b0,PED-0010,appt_d34f89bdee5d,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-10 10:37:00,2026-08-10 11:15:00,10,10
qtok_f22f6adaa55e,PED-0011,appt_085b10c2a637,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-10 10:31:00,2026-08-10 11:33:00,11,11
qtok_24aa65f19472,PED-0012,appt_7d57480a5e94,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-10 10:53:00,2026-08-10 11:43:00,12,11
qtok_fbb0512d3ea1,PED-0013,appt_ead03679eade,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-10 11:14:00,2026-08-10 12:26:00,13,11
qtok_5de8d9489165,PED-0015,appt_f936109b1cbd,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-10 11:34:00,2026-08-10 12:28:00,15,15
qtok_260705717d15,PED-0016,appt_77fa0b6f417a,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-10 11:21:00,2026-08-10 12:39:00,16,15
qtok_b9b24196108b,PED-0017,appt_6fbad8af416a,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-10 11:47:00,2026-08-10 13:25:00,17,16
qtok_ec007e599f3b,PED-0018,appt_fc67f92784f2,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-10 11:55:00,2026-08-10 13:12:00,18,17
qtok_328f9415b91d,PED-0001,appt_4548bcb2aeb9,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 07:53:00,2026-08-11 08:17:00,1,0
qtok_176bb78f2415,PED-0002,appt_0f171ab3fcff,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 08:34:00,2026-08-11 08:44:00,2,1
qtok_aff47779cfe9,PED-0003,appt_51f3a351a333,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 08:52:00,2026-08-11 08:59:00,3,3
qtok_06efc7387b79,PED-0004,appt_caafe7ebced0,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 08:52:00,2026-08-11 09:22:00,4,3
qtok_864075d97821,PED-0006,appt_123aedaf49f0,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 09:20:00,2026-08-11 09:59:00,6,4
qtok_7aef382af69a,PED-0008,appt_a6b80dbf294c,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 09:40:00,2026-08-11 10:22:00,8,8
qtok_371fb23284a5,PED-0009,appt_def6a0f65298,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 09:54:00,2026-08-11 10:41:00,9,9
qtok_6700415de519,PED-0010,appt_0aa727437b00,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 10:18:00,2026-08-11 11:04:00,10,8
qtok_7802397a467a,PED-0011,appt_7e3ef5c551f4,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 10:31:00,2026-08-11 11:21:00,11,10
qtok_f998bb6be5fd,PED-0012,appt_c1ceda31031c,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 10:53:00,2026-08-11 11:41:00,12,11
qtok_ee200732980d,PED-0013,appt_f7a57ff00bf4,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 10:41:00,2026-08-11 11:40:00,13,11
qtok_07ad96a8837f,PED-0001,appt_b70e3d79a193,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 15:00:00,2026-08-11 15:08:00,1,0
qtok_a930f641911d,PED-0002,appt_a910784faf62,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 15:18:00,2026-08-11 15:36:00,2,1
qtok_09df8ec38d44,PED-0003,appt_6241eb529a70,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 15:32:00,2026-08-11 15:46:00,3,2
qtok_a8f523139185,PED-0004,appt_f23e03f1c89f,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 15:43:00,2026-08-11 16:17:00,4,3
qtok_e4d10bf8b05a,PED-0005,appt_dfcb7c0db13f,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 15:55:00,2026-08-11 16:25:00,5,4
qtok_bcd691d3c67c,PED-0006,appt_86ba5f83454d,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 15:58:00,2026-08-11 16:33:00,6,4
qtok_a5a3292d41b2,PED-0007,appt_83ec84edd100,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 16:04:00,2026-08-11 16:47:00,7,5
qtok_99f1c4f3ae36,PED-0008,appt_bcd46801a9e2,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 16:47:00,2026-08-11 17:23:00,8,8
qtok_fa85b4336696,PED-0009,appt_42b1755d3bfe,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 16:45:00,2026-08-11 17:31:00,9,7
qtok_14af8606155b,PED-0010,appt_8a8cbc4d09bf,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 17:02:00,2026-08-11 17:43:00,10,8
qtok_dbd834896d7a,PED-0011,appt_2b449c30a563,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 17:22:00,2026-08-11 18:08:00,11,10
qtok_21d9e47bf731,PED-0012,appt_a81d39b9faa2,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 17:51:00,2026-08-11 19:01:00,12,12
qtok_288d71ac3a39,PED-0013,appt_d34dc97198f1,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 17:52:00,2026-08-11 18:55:00,13,12
qtok_b9c704e896e1,PED-0014,appt_3e2fd94041f9,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 18:31:00,2026-08-11 19:38:00,14,13
qtok_dd9188013dfe,PED-0015,appt_a58bac81426e,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-11 18:58:00,2026-08-11 20:06:00,15,14
qtok_f12be56bbe0d,PED-0001,appt_32dd23b0a9cb,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-13 09:04:00,2026-08-13 09:17:00,1,0
qtok_69ebd71ffd17,PED-0002,appt_7e9671cd4790,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-13 09:12:00,2026-08-13 09:29:00,2,0
qtok_12d2b2588eef,PED-0003,appt_1f40e9d0eedc,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-13 09:24:00,2026-08-13 09:45:00,3,1
qtok_6afb2501f679,PED-0005,appt_d67b19403705,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-13 10:10:00,2026-08-13 10:36:00,5,4
qtok_2d9af525f45e,PED-0006,appt_620be7426e9d,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-13 10:34:00,2026-08-13 11:02:00,6,4
qtok_9a8e4feebae2,PED-0007,appt_85ea13022899,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-13 10:55:00,2026-08-13 11:26:00,7,7
qtok_f671473a4c07,PED-0008,appt_15211ad99510,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-13 11:11:00,2026-08-13 11:49:00,8,8
qtok_9d296016b2e9,PED-0009,appt_0a56766b3ebd,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-13 11:36:00,2026-08-13 12:15:00,9,8
qtok_fb53f4c039b1,PED-0010,appt_85baab345e6d,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-13 11:58:00,2026-08-13 12:47:00,10,10
qtok_cdcbe82e5162,PED-0001,appt_9c26927530ff,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-17 08:08:00,2026-08-17 08:22:00,1,0
qtok_31f578b344e0,PED-0002,appt_4bd11f34c60c,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-17 09:00:00,2026-08-17 09:19:00,2,1
qtok_4571b6302e60,PED-0003,appt_e5a106f5ecb4,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-17 09:20:00,2026-08-17 09:38:00,3,3
qtok_4c9207ccbdfb,PED-0004,appt_b88790d6ca13,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-17 09:46:00,2026-08-17 09:55:00,4,3
qtok_d0e12d980f8c,PED-0005,appt_6fe8f109c8ec,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-17 10:00:00,2026-08-17 10:19:00,5,5
qtok_123bb9492e93,PED-0006,appt_a4c9a5cfb1d4,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-17 10:20:00,2026-08-17 10:53:00,6,4
qtok_8d9487825757,PED-0008,appt_6e3ca02cd51a,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-17 10:50:00,2026-08-17 11:19:00,8,6
qtok_acd2992c3fb1,PED-0009,appt_e3f94ee236b5,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-17 10:52:00,2026-08-17 11:42:00,9,8
qtok_fdee1fcdb2a7,PED-0010,appt_6510f137f6fb,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-17 11:07:00,2026-08-17 11:41:00,10,8
qtok_cd1dc561d1ec,PED-0011,appt_b8126146da5c,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-17 11:13:00,2026-08-17 11:53:00,11,10
qtok_a88df5ce3587,PED-0012,appt_3a0d01b7408e,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-17 11:36:00,2026-08-17 12:30:00,12,10
qtok_e45e50738e8e,PED-0013,appt_3907b60d3259,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-17 11:45:00,2026-08-17 12:57:00,13,11
qtok_bce748d279eb,PED-0014,appt_05633ea6c5a5,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-17 12:01:00,2026-08-17 13:02:00,14,14
qtok_c1b4dc7a9024,PED-0001,appt_2dd209eac2f3,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 08:24:00,2026-08-18 08:37:00,1,0
qtok_378cbaa526b7,PED-0003,appt_20d1242423f8,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 08:50:00,2026-08-18 09:00:00,3,2
qtok_c73d3c788578,PED-0004,appt_4a23b2387c9d,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 09:07:00,2026-08-18 09:30:00,4,4
qtok_6839ac95a7eb,PED-0005,appt_cbc41e39b9a1,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 09:33:00,2026-08-18 09:58:00,5,4
qtok_4c6cb4d310ea,PED-0006,appt_08905ccf1b34,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 09:50:00,2026-08-18 10:24:00,6,5
qtok_695b87628551,PED-0007,appt_76b1d6d1e637,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 09:53:00,2026-08-18 10:27:00,7,6
qtok_55d6bea9770f,PED-0008,appt_87dcb8cfd4ef,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 10:08:00,2026-08-18 10:50:00,8,6
qtok_a94f6ff25e88,PED-0009,appt_7a17dd49763a,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 10:15:00,2026-08-18 10:57:00,9,8
qtok_cc08562a8393,PED-0010,appt_d4a39f44345c,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 10:29:00,2026-08-18 11:31:00,10,9
qtok_59ab1ac4867b,PED-0011,appt_9dfa5d382c7d,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 10:54:00,2026-08-18 11:55:00,11,11
qtok_f127da899e1e,PED-0012,appt_8897ce522142,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 10:59:00,2026-08-18 11:54:00,12,12
qtok_485ae90c98c5,PED-0001,appt_30ebd26f86dd,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 14:51:00,2026-08-18 14:57:00,1,0
qtok_acc98ad9b512,PED-0002,appt_a6761bef8ddb,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 15:20:00,2026-08-18 15:44:00,2,2
qtok_3fdb43fce610,PED-0003,appt_8829ce8216a0,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 15:24:00,2026-08-18 16:01:00,3,2
qtok_8532b30b883e,PED-0004,appt_74b9d9b1e770,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 15:30:00,2026-08-18 15:58:00,4,4
qtok_ab0502011d47,PED-0005,appt_9da2629ef10d,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 15:47:00,2026-08-18 16:26:00,5,4
qtok_659cb7fa2732,PED-0006,appt_0fd71264c812,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 16:10:00,2026-08-18 16:53:00,6,4
qtok_1fd85661f347,PED-0007,appt_78ac28ad5c43,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 16:40:00,2026-08-18 17:20:00,7,5
qtok_95c529fb20d9,PED-0008,appt_7c9e7457588c,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 16:49:00,2026-08-18 17:31:00,8,7
qtok_d00e49b87300,PED-0009,appt_6c9641a9aa4f,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 17:11:00,2026-08-18 18:00:00,9,7
qtok_795a5e8b8c6b,PED-0010,appt_e8e10b30f4a2,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 17:25:00,2026-08-18 18:18:00,10,10
qtok_4280146feb46,PED-0011,appt_666fa192aaa8,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 17:30:00,2026-08-18 18:19:00,11,10
qtok_816031304d8d,PED-0013,appt_6f5caa126243,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 18:02:00,2026-08-18 19:14:00,13,12
qtok_b0140164d061,PED-0014,appt_4cbaef8542fd,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 18:20:00,2026-08-18 19:19:00,14,12
qtok_e8ce2c7d0329,PED-0015,appt_d30289d77b57,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-18 18:32:00,2026-08-18 19:36:00,15,14
qtok_d9cc536e0b03,PED-0001,appt_cc81f107fad4,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-20 08:23:00,2026-08-20 08:46:00,1,0
qtok_bf6e0764a6ec,PED-0002,appt_908a31417199,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-20 08:35:00,2026-08-20 09:00:00,2,1
qtok_b163054b85e4,PED-0003,appt_aeca0d89dceb,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-20 09:00:00,2026-08-20 09:16:00,3,1
qtok_37819ced54d8,PED-0005,appt_334f61b9f224,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-20 09:25:00,2026-08-20 09:41:00,5,4
qtok_8431e255de18,PED-0006,appt_e3ff092d0067,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-20 09:58:00,2026-08-20 10:23:00,6,4
qtok_a4d373c3b0a5,PED-0007,appt_f950883f4e1a,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-20 10:05:00,2026-08-20 10:46:00,7,6
qtok_d5f508a1265c,PED-0008,appt_a32770e1ea65,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-20 10:24:00,2026-08-20 11:04:00,8,8
qtok_0124ec56db51,PED-0009,appt_07c8ca095763,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-20 11:13:00,2026-08-20 11:55:00,9,8
qtok_8719fb05bcc4,PED-0010,appt_9fa0e99c74c9,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-20 11:22:00,2026-08-20 12:15:00,10,9
qtok_635cfdba459c,PED-0011,appt_f5edf56893b2,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-20 11:29:00,2026-08-20 12:22:00,11,9
qtok_79d431315312,PED-0012,appt_a36702d03593,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-20 11:48:00,2026-08-20 12:25:00,12,10
qtok_1a7fead7b52d,PED-0001,appt_82c18608ef96,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-24 08:00:00,2026-08-24 08:09:00,1,0
qtok_e36f6236417c,PED-0002,appt_e52627172ad4,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-24 08:34:00,2026-08-24 08:42:00,2,0
qtok_0c859ea46406,PED-0003,appt_63f4767d075b,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-24 09:09:00,2026-08-24 09:38:00,3,3
qtok_cd101c116424,PED-0004,appt_664f3b348fb2,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-24 09:35:00,2026-08-24 09:54:00,4,2
qtok_198721a527ab,PED-0005,appt_3cd4794fc15f,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-24 09:52:00,2026-08-24 10:18:00,5,5
qtok_0577c0a99f75,PED-0006,appt_fb64fd1b9e44,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-24 10:23:00,2026-08-24 10:50:00,6,4
qtok_1a416a16e631,PED-0007,appt_648e0200212c,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-24 10:22:00,2026-08-24 10:54:00,7,7
qtok_e0332af8c59c,PED-0008,appt_e8cdca460e14,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-24 10:31:00,2026-08-24 11:08:00,8,7
qtok_564f023a3d78,PED-0010,appt_d6f60f1edfea,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-24 10:53:00,2026-08-24 11:44:00,10,10
qtok_d67110fe4e86,PED-0011,appt_edec2767ba42,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-24 10:50:00,2026-08-24 11:49:00,11,11
qtok_bec9fd93ff8f,PED-0012,appt_855dc158449c,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-24 11:21:00,2026-08-24 12:20:00,12,10
qtok_8d20a788926f,PED-0014,appt_f23fc01cab26,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-24 11:40:00,2026-08-24 12:46:00,14,14
qtok_bd4e7296b580,PED-0015,appt_b8283b8dd0d1,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-24 11:50:00,2026-08-24 13:10:00,15,13
qtok_73298287e636,PED-0001,appt_dc14a8d39cc4,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-25 09:11:00,2026-08-25 09:27:00,1,0
qtok_82f28db77715,PED-0003,appt_a6f420291ae1,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-25 09:32:00,2026-08-25 10:01:00,3,1
qtok_c1b58e746e54,PED-0005,appt_da8231b18b68,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-25 10:20:00,2026-08-25 10:45:00,5,3
qtok_3b0007224271,PED-0006,appt_36b141104687,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-25 10:39:00,2026-08-25 10:58:00,6,4
qtok_1a79fd94655a,PED-0007,appt_cee1f35e9399,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-25 11:03:00,2026-08-25 11:51:00,7,6
qtok_81af128592d6,PED-0002,appt_774d9f14d775,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-25 15:20:00,2026-08-25 15:41:00,2,1
qtok_60e27e3d1933,PED-0003,appt_6ad18791820d,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-25 15:29:00,2026-08-25 15:51:00,3,3
qtok_1e739e2ec0bb,PED-0005,appt_40a5db81efe8,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-25 16:10:00,2026-08-25 16:37:00,5,5
qtok_6cfbf19ee789,PED-0006,appt_5a4226f17552,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-25 16:42:00,2026-08-25 17:11:00,6,6
qtok_18a236d4c0de,PED-0007,appt_d47d889c6b2f,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-25 16:47:00,2026-08-25 17:07:00,7,7
qtok_371a2eafd213,PED-0009,appt_7b5124cdc5ed,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-25 17:15:00,2026-08-25 17:59:00,9,9
qtok_0d6c7b512e7d,PED-0010,appt_3440708cac6b,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-25 17:40:00,2026-08-25 18:18:00,10,9
qtok_8d15d67fa75d,PED-0011,appt_d77b3e716e04,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-25 17:58:00,2026-08-25 18:50:00,11,10
qtok_e2179382c87c,PED-0012,appt_8ca935d4a765,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-25 18:21:00,2026-08-25 19:11:00,12,11
qtok_8816150f6777,PED-0013,appt_eadcfb6cd02c,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-25 18:40:00,2026-08-25 19:33:00,13,12
qtok_cfecb36d8e84,PED-0014,appt_50b83096b7f7,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-25 18:43:00,2026-08-25 19:50:00,14,12
qtok_d9dc912323d0,PED-0001,appt_884746a46e75,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-27 09:38:00,2026-08-27 09:50:00,1,0
qtok_3411e46fb2eb,PED-0002,appt_a70ad6fb3825,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-27 09:36:00,2026-08-27 09:41:00,2,0
qtok_cc160302db98,PED-0003,appt_d5b85585884f,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-27 10:08:00,2026-08-27 10:23:00,3,1
qtok_5667e57d1aa4,PED-0004,appt_3a05f7347b70,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-27 10:26:00,2026-08-27 10:47:00,4,4
qtok_1758af84e153,PED-0005,appt_8677ddc448ee,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-27 10:36:00,2026-08-27 10:57:00,5,3
qtok_164fac5e5b43,PED-0008,appt_1cac6ccab786,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-27 11:45:00,2026-08-27 12:17:00,8,6
qtok_b416bdd57121,PED-0001,appt_a3a94433ccc4,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-31 08:14:00,2026-08-31 08:30:00,1,0
qtok_fdfdcd963786,PED-0002,appt_07d5ad665d74,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-31 09:00:00,2026-08-31 09:25:00,2,1
qtok_49461a2d4910,PED-0003,appt_4d16676fb134,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-31 09:20:00,2026-08-31 09:44:00,3,1
qtok_f05246f22b45,PED-0004,appt_ffffc4cf2966,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-31 09:43:00,2026-08-31 10:07:00,4,4
qtok_7c181d6d8cfe,PED-0005,appt_a718515f6054,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-31 09:54:00,2026-08-31 10:20:00,5,4
qtok_45474a34eac7,PED-0006,appt_a6f4e14f813d,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-31 10:21:00,2026-08-31 10:38:00,6,4
qtok_55ebabd7483d,PED-0007,appt_2d61b46a64e4,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-31 10:29:00,2026-08-31 11:04:00,7,6
qtok_3b863cd3e869,PED-0008,appt_ccb2be68807e,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-31 10:39:00,2026-08-31 11:15:00,8,8
qtok_b7b19c055f45,PED-0010,appt_b38bd8cc8729,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-31 11:12:00,2026-08-31 11:51:00,10,10
qtok_8d66d0db6241,PED-0011,appt_4b5092dd74db,hosp_fee9cc547f0c,dept_44f2489d3d11,doc_9d83cca623ae,2026-08-31 11:28:00,2026-08-31 12:16:00,11,11
